,CUI,STR,SAB,STY
3724,C1578559,buccal mucosa,CHV,"Body Part, Organ, or Organ Component"
3725,C1578559,Buccal mucosa,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
3727,C1578559,Buccal Mucosa,NCI,"Body Part, Organ, or Organ Component"
3728,C1578559,buccal mucosa,CSP,"Body Part, Organ, or Organ Component"
3729,C1578559,Buccal Mucosa,MSH,"Body Part, Organ, or Organ Component"
3730,C1578559,Buccal mucosa,MTH,"Body Part, Organ, or Organ Component"
3731,C0007303,Articular cartilage,LCH,Tissue
3732,C0007303,Articular cartilage,RCD,Tissue
3733,C0007303,Articular cartilage,SNM,Tissue
3734,C0007303,Articular cartilage,UWDA,Tissue
3735,C0007303,Articular Cartilage,MSH,Tissue
3736,C0007303,articular cartilage,CSP,Tissue
3737,C0007303,Articular cartilage,FMA,Tissue
3738,C0007303,articular cartilage,CHV,Tissue
3739,C0007303,Articular cartilage,LCH_NW,Tissue
3740,C0007303,Articular cartilage,SNOMEDCT_US,Tissue
3741,C0007303,Articular Cartilage,NCI,Tissue
3742,C4511001,Aortic tissue,SNOMEDCT_US,Tissue
3743,C0027442,Nasopharynx,LCH,"Body Part, Organ, or Organ Component"
3744,C0027442,Nasopharynx,MSH,"Body Part, Organ, or Organ Component"
3745,C0027442,Nasopharynx,MTH,"Body Part, Organ, or Organ Component"
3746,C0027442,Nasopharynx,RCD,"Body Part, Organ, or Organ Component"
3747,C0027442,Nasopharynx,SNM,"Body Part, Organ, or Organ Component"
3749,C0027442,Nasopharynx,UWDA,"Body Part, Organ, or Organ Component"
3750,C0027442,NASOPHARYNX,SNMI,"Body Part, Organ, or Organ Component"
3751,C0027442,nasopharynx,AOD,"Body Part, Organ, or Organ Component"
3752,C0027442,nasopharynx,CSP,"Body Part, Organ, or Organ Component"
3753,C0027442,Nasopharynx,OMIM,"Body Part, Organ, or Organ Component"
3754,C0027442,Nasopharynx,FMA,"Body Part, Organ, or Organ Component"
3755,C0027442,Nasopharynx,LNC,"Body Part, Organ, or Organ Component"
3756,C0027442,nasopharynx,CHV,"Body Part, Organ, or Organ Component"
3758,C0027442,Nasopharynx,LCH_NW,"Body Part, Organ, or Organ Component"
3760,C0027442,Nasopharynx,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
3763,C4266579,Nasopharynx,LNC,"Body Part, Organ, or Organ Component"
3764,C0027442,Nasopharynx,NCI,"Body Part, Organ, or Organ Component"
3786,C0016733,Frontal cortex,FMA,"Body Part, Organ, or Organ Component"
3787,C0228196,frontal cortex,AOD,"Body Part, Organ, or Organ Component"
3788,C0016733,frontal cortex,CSP,"Body Part, Organ, or Organ Component"
3789,C0016733,frontal cortex,CHV,"Body Part, Organ, or Organ Component"
3790,C0016733,frontal cortex,NEU,"Body Part, Organ, or Organ Component"
3791,C0228196,frontal cortex,NEU,"Body Part, Organ, or Organ Component"
3792,C0016733,Frontal Cortex,MSH,"Body Part, Organ, or Organ Component"
3794,C0228196,Frontal Cortex,NCI,"Body Part, Organ, or Organ Component"
3795,C0026607,Motor Cortex,MSH,Body Location or Region
3796,C0026607,Motor Cortex,MTH,Body Location or Region
3797,C0026607,Motor cortex,LCH,Body Location or Region
3798,C0026607,Motor cortex,SNM,Body Location or Region
3799,C0026607,Motor cortex,SNMI,Body Location or Region
3800,C0026607,motor cortex,CSP,Body Location or Region
3801,C3495441,Motor cortex,FMA,Body Location or Region
3802,C0026607,motor cortex,CHV,Body Location or Region
3803,C0026607,motor cortex,NEU,Body Location or Region
3805,C0026607,Motor cortex,LCH_NW,Body Location or Region
3806,C0026607,Motor cortex,SNOMEDCT_US,Body Location or Region
3807,C0026607,Motor Cortex,PSY,Body Location or Region
3808,C0017636,Glioblastoma,ICPC2P,Neoplastic Process
3809,C0017636,Glioblastoma,MDR,Neoplastic Process
3810,C0017636,Glioblastoma,MSH,Neoplastic Process
3811,C0017636,Glioblastoma,RCD,Neoplastic Process
3812,C0017636,Glioblastoma,SNM,Neoplastic Process
3813,C0017636,Glioblastoma,OMIM,Neoplastic Process
3814,C0017636,glioblastoma,CHV,Neoplastic Process
3817,C1621958,Glioblastoma,HPO,Neoplastic Process
3818,C1621958,Glioblastoma,SNOMEDCT_US,Neoplastic Process
3819,C1621958,Glioblastoma,ORPHANET,Neoplastic Process
3820,C0017636,Glioblastoma,MTH,Neoplastic Process
3821,C1621958,Glioblastoma,NCI,Neoplastic Process
3822,C0017636,glioblastoma,CSP,Neoplastic Process
3823,C0017636,glioblastoma,ICPC2P,Neoplastic Process
3846,C0376358,prostate cancer,BI,Neoplastic Process
3847,C0376358,prostate cancer,CSP,Neoplastic Process
3848,C0376358,PROSTATE CANCER,OMIM,Neoplastic Process
3849,C0376358,Prostate cancer,OMIM,Neoplastic Process
3850,C0376358,prostate cancer,MEDCIN,Neoplastic Process
3851,C0376358,PROSTATE CANCER,CCPSS,Neoplastic Process
3852,C0376358,prostate cancer,CHV,Neoplastic Process
3853,C0376358,Prostate Cancer,MEDLINEPLUS,Neoplastic Process
3854,C0376358,Prostate cancer,LNC,Neoplastic Process
3857,C0376358,Prostate cancer,HPO,Neoplastic Process
3858,C0600139,Prostate cancer,SNOMEDCT_US,Neoplastic Process
3859,C0376358,Prostate cancer,MDR,Neoplastic Process
3861,C0376358,prostate cancer,PDQ,Neoplastic Process
3862,C0376358,Prostate cancer,PDQ,Neoplastic Process
3863,C0600139,Prostate Cancer,NCI,Neoplastic Process
3864,C0376358,Prostate Cancer,MSH,Neoplastic Process
3865,C0596508,Embryonic Stem Cell,MSH,Cell
3866,C0596508,embryonic stem cell,CSP,Cell
3867,C0596508,Embryonic stem cell,FMA,Cell
3868,C0596508,embryonic stem cell,CHV,Cell
3869,C0596508,Embryonic Stem Cell,NCI,Cell
3870,C0596508,Embryonic stem cell,SNOMEDCT_US,Cell
3884,C0028977,Omentum,LCH,"Body Part, Organ, or Organ Component"
3885,C0028977,Omentum,MSH,"Body Part, Organ, or Organ Component"
3886,C0028977,Omentum,RCD,"Body Part, Organ, or Organ Component"
3887,C0028977,Omentum,SNM,"Body Part, Organ, or Organ Component"
3888,C0028977,Omentum,UWDA,"Body Part, Organ, or Organ Component"
3889,C0028977,OMENTUM,SNMI,"Body Part, Organ, or Organ Component"
3890,C0028977,omentum,AOD,"Body Part, Organ, or Organ Component"
3891,C0028977,omentum,CSP,"Body Part, Organ, or Organ Component"
3892,C0028977,Omentum,FMA,"Body Part, Organ, or Organ Component"
3893,C0028977,omentum,CHV,"Body Part, Organ, or Organ Component"
3894,C0028977,Omentum,LCH_NW,"Body Part, Organ, or Organ Component"
3895,C0028977,Omentum,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
3896,C0028977,Omentum,MTH,"Body Part, Organ, or Organ Component"
3897,C0028977,Omentum,NCI,"Body Part, Organ, or Organ Component"
3898,C0028977,Omentum,HL7V2.5,"Body Part, Organ, or Organ Component"
3899,C0014259,corneal endothelium,CSP,Tissue
3900,C0014259,corneal endothelium,CHV,Tissue
3901,C0014259,Corneal endothelium,UWDA,Tissue
3902,C0014259,Corneal Endothelium,MSH,Tissue
3903,C0014259,Corneal endothelium,FMA,Tissue
3904,C4085343,Corneal endothelium,FMA,Tissue
3905,C0014259,Corneal endothelium,SNOMEDCT_US,Tissue
3906,C0014259,Corneal Endothelium,MTH,Tissue
3907,C0014259,Corneal Endothelium,NCI,Tissue
3930,C2717959,Induced Pluripotent Stem Cells,MSH,Cell
3944,C0038556,Submandibular Gland,MSH,"Body Part, Organ, or Organ Component"
3945,C0038556,Submandibular gland,LCH,"Body Part, Organ, or Organ Component"
3946,C0038556,Submandibular gland,MTH,"Body Part, Organ, or Organ Component"
3947,C0038556,Submandibular gland,RCD,"Body Part, Organ, or Organ Component"
3948,C0038556,Submandibular gland,SNM,"Body Part, Organ, or Organ Component"
3949,C0038556,Submandibular gland,SNMI,"Body Part, Organ, or Organ Component"
3950,C0038556,Submandibular gland,UWDA,"Body Part, Organ, or Organ Component"
3951,C0038556,submandibular gland,CSP,"Body Part, Organ, or Organ Component"
3952,C0038556,Submandibular gland,FMA,"Body Part, Organ, or Organ Component"
3953,C0038556,Submandibular gland,LNC,"Body Part, Organ, or Organ Component"
3954,C0038556,submandibular gland,CHV,"Body Part, Organ, or Organ Component"
3955,C0038556,Submandibular gland,LCH_NW,"Body Part, Organ, or Organ Component"
3957,C0038556,Submandibular gland,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
3959,C4482275,Submandibular gland,LNC,Body Location or Region
3960,C0038556,Submandibular Gland,NCI,"Body Part, Organ, or Organ Component"
3961,C0001527,Adipose Tissue,MSH,Tissue
3962,C0001527,Adipose tissue,MTH,Tissue
3963,C0001527,Adipose tissue,RCD,Tissue
3964,C0001527,Adipose tissue,SNM,Tissue
3965,C0001527,Adipose tissue,SNMI,Tissue
3966,C0001527,Adipose tissue,UWDA,Tissue
3967,C0001527,adipose tissue,AOD,Tissue
3968,C0001527,adipose tissue,CSP,Tissue
3969,C0001527,Adipose tissue,FMA,Tissue
3970,C0001527,adipose tissue,CHV,Tissue
3971,C0001527,Adipose tissue,SNOMEDCT_US,Tissue
3972,C0001527,Adipose Tissue,NCI,Tissue
3983,C0025914,Mus musculus,AOD,Mammal
3984,C0025914,Mus musculus,CSP,Mammal
3985,C0025914,Mus musculus,NCBI,Mammal
3986,C0025914,Mus musculus,NCI,Mammal
3987,C0025914,mus musculus,CHV,Mammal
3988,C0025914,Mus musculus,SNOMEDCT_US,Mammal
3989,C0025914,Mus musculus,MSH,Mammal
3990,C0003484,Abdominal aorta,SNM,"Body Part, Organ, or Organ Component"
3991,C0003484,Abdominal aorta,SNMI,"Body Part, Organ, or Organ Component"
3992,C0003484,Abdominal aorta,UWDA,"Body Part, Organ, or Organ Component"
3993,C0003484,Abdominal aorta,FMA,"Body Part, Organ, or Organ Component"
3994,C0003484,abdominal aorta,CHV,"Body Part, Organ, or Organ Component"
3995,C0003484,Abdominal aorta,LCH_NW,"Body Part, Organ, or Organ Component"
3996,C2228415,abdominal aorta,MEDCIN,Health Care Activity
3997,C0003484,Abdominal Aorta,MSH,"Body Part, Organ, or Organ Component"
3998,C0003484,Abdominal aorta,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
3999,C4037989,Abdominal Aorta,LNC,"Body Part, Organ, or Organ Component"
4000,C0003484,Abdominal Aorta,NCI,"Body Part, Organ, or Organ Component"
4001,C0024432,Macrophages,LCH,Cell
4002,C0024432,Macrophages,MSH,Cell
4003,C0024432,Macrophages,LNC,Cell
4004,C0024432,macrophages,CHV,Cell
4006,C0024432,Macrophages,LCH_NW,Cell
4008,C0024432,Macrophages,NCI,Cell
4009,C1550652,Macrophages,HL7V3.0,Body Substance
4010,C0024432,Macrophages,HL7V2.5,Cell
4011,C1546706,Macrophages,HL7V2.5,Intellectual Product
4012,C0035412,Rhabdomyosarcoma,COSTAR,Neoplastic Process
4013,C0035412,Rhabdomyosarcoma,LCH,Neoplastic Process
4014,C0035412,Rhabdomyosarcoma,MSH,Neoplastic Process
4015,C0035412,Rhabdomyosarcoma,RCD,Neoplastic Process
4016,C0035412,Rhabdomyosarcoma,SNM,Neoplastic Process
4017,C0035412,RHABDOMYOSARCOMA,CCPSS,Neoplastic Process
4018,C0035412,RHABDOMYOSARCOMA,DXP,Neoplastic Process
4019,C0035412,rhabdomyosarcoma,AOD,Neoplastic Process
4020,C0035412,rhabdomyosarcoma,CSP,Neoplastic Process
4021,C0035412,Rhabdomyosarcoma,OMIM,Neoplastic Process
4022,C0035412,rhabdomyosarcoma,MEDCIN,Neoplastic Process
4023,C0035412,rhabdomyosarcoma,CHV,Neoplastic Process
4024,C0035412,Rhabdomyosarcoma,MEDLINEPLUS,Neoplastic Process
4025,C0035412,Rhabdomyosarcoma,LCH_NW,Neoplastic Process
4026,C0035412,Rhabdomyosarcoma,HPO,Neoplastic Process
4027,C0035412,Rhabdomyosarcoma,MDR,Neoplastic Process
4029,C0035412,Rhabdomyosarcoma,SNOMEDCT_US,Neoplastic Process
4031,C0035412,Rhabdomyosarcoma,ORPHANET,Neoplastic Process
4032,C0035412,Rhabdomyosarcoma,NCI,Neoplastic Process
4033,C0035412,Rhabdomyosarcoma,MTH,Neoplastic Process
4034,C0017562,Gingival,SNMI,Tissue
4035,C0017562,gingival,CHV,Tissue
4036,C0017562,Gingival,NCI,Tissue
4037,C4521854,Gingival,SNOMEDCT_US,Finding
4038,C0009195,Cochlea,LCH,"Body Part, Organ, or Organ Component"
4039,C0009195,Cochlea,MSH,"Body Part, Organ, or Organ Component"
4040,C0009195,Cochlea,RCD,"Body Part, Organ, or Organ Component"
4041,C0009195,Cochlea,SNM,"Body Part, Organ, or Organ Component"
4042,C0009195,Cochlea,UWDA,"Body Part, Organ, or Organ Component"
4043,C0009195,cochlea,AOD,"Body Part, Organ, or Organ Component"
4044,C0009195,cochlea,CSP,"Body Part, Organ, or Organ Component"
4045,C0009195,Cochlea,FMA,"Body Part, Organ, or Organ Component"
4046,C0009195,Cochlea,ICF,"Body Part, Organ, or Organ Component"
4047,C0009195,Cochlea,ICF-CY,"Body Part, Organ, or Organ Component"
4048,C0009195,cochlea,CHV,"Body Part, Organ, or Organ Component"
4049,C0009195,Cochlea,LCH_NW,"Body Part, Organ, or Organ Component"
4050,C0009195,Cochlea,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4051,C0009195,Cochlea,PSY,"Body Part, Organ, or Organ Component"
4052,C0009195,Cochlea,NCI,"Body Part, Organ, or Organ Component"
4053,C0475358,Tumor Sample,NCI,Tissue
4054,C0684262,BAL,AOD,Finding
4055,C0012383,BAL,SNM,Organic Chemical
4056,C0012383,BAL,SNM,Pharmacologic Substance
4057,C0012383,BAL,SNMI,Organic Chemical
4058,C0012383,BAL,SNMI,Pharmacologic Substance
4059,C0012383,BAL,LNC,Organic Chemical
4060,C0012383,BAL,LNC,Pharmacologic Substance
4061,C0012383,bal,CHV,Organic Chemical
4062,C0012383,bal,CHV,Pharmacologic Substance
4063,C1538586,BAL,HGNC,Gene or Genome
4066,C1538586,BAL,OMIM,Gene or Genome
4067,C0012383,BAL,DRUGBANK,Organic Chemical
4068,C0012383,BAL,DRUGBANK,Pharmacologic Substance
4069,C0012383,BAL,SNOMEDCT_US,Organic Chemical
4070,C0012383,BAL,SNOMEDCT_US,Pharmacologic Substance
4071,C4724479,BAL,NCI,Language
4072,C0026131,Milk,LCH,Body Substance
4073,C0026131,Milk,MSH,Body Substance
4074,C2825079,Milk,SNM,Food
4075,C2825079,milk,AOD,Food
4076,C0026131,milk,CSP,Body Substance
4077,C2825079,milk,MEDCIN,Food
4078,C0349374,Milk,NCI,Food
4079,C1446647,Milk,LNC,Immunologic Factor
4081,C0026131,milk,CHV,Body Substance
4082,C2702362,milk,NDDF,Pharmacologic Substance
4083,C2702362,milk,NDDF,Immunologic Factor
4085,C0026131,Milk,LCH_NW,Body Substance
4086,C0026131,Milk,UWDA,Body Substance
4087,C0026131,Milk,FMA,Body Substance
4088,C2825079,Milk,SNOMEDCT_US,Food
4089,C2702362,Milk,DRUGBANK,Pharmacologic Substance
4090,C2702362,Milk,DRUGBANK,Immunologic Factor
4093,C2825079,Milk,NCI,Food
4094,C5551141,Milk,NCI,Food
4095,C5552693,Milk,NCI,Food
4096,C0026131,Milk,NCI,Body Substance
4097,C1546713,Milk,HL7V2.5,Intellectual Product
4098,C0444318,Milk,HL7V3.0,Substance
4099,C2825079,MILK,VANDF,Food
4100,C0007131,Non-small cell lung cancer,RCD,Neoplastic Process
4101,C0007131,non-small cell lung cancer,CHV,Neoplastic Process
4102,C0007131,Non-Small Cell Lung Cancer,MEDLINEPLUS,Neoplastic Process
4103,C0007131,Non-small cell lung cancer,MDR,Neoplastic Process
4104,C0007131,Non-small cell lung cancer,HPO,Neoplastic Process
4105,C0007131,Non-Small Cell Lung Cancer,MSH,Neoplastic Process
4107,C0007131,Non-small cell lung cancer,SNOMEDCT_US,Neoplastic Process
4108,C0007131,non-small cell lung cancer,PDQ,Neoplastic Process
4109,C0007131,Non-Small Cell Lung Cancer,NCI,Neoplastic Process
4125,C0015560,Fallopian tube,RCD,"Body Part, Organ, or Organ Component"
4126,C0015560,Fallopian tube,SNM,"Body Part, Organ, or Organ Component"
4127,C0015560,Fallopian tube,UWDA,"Body Part, Organ, or Organ Component"
4128,C0015560,fallopian tube,AOD,"Body Part, Organ, or Organ Component"
4129,C0015560,fallopian tube,CSP,"Body Part, Organ, or Organ Component"
4130,C0015560,Fallopian tube,FMA,"Body Part, Organ, or Organ Component"
4131,C0015560,fallopian tube,CHV,"Body Part, Organ, or Organ Component"
4132,C0015560,Fallopian Tube,MSH,"Body Part, Organ, or Organ Component"
4133,C0015560,Fallopian tube,LNC,"Body Part, Organ, or Organ Component"
4134,C0015560,Fallopian tube,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4135,C4266534,Fallopian tube,LNC,"Body Part, Organ, or Organ Component"
4136,C0015560,Fallopian Tube,NCI,"Body Part, Organ, or Organ Component"
4137,C0015560,Fallopian Tube,HL7V2.5,"Body Part, Organ, or Organ Component"
4156,C3887642,Hippocampus,MSH,"Body Part, Organ, or Organ Component"
4157,C0949582,Hippocampus,NCBI,Fish
4158,C0019564,Hippocampus,SNM,"Body Part, Organ, or Organ Component"
4159,C0019564,Hippocampus,SNMI,"Body Part, Organ, or Organ Component"
4160,C3887642,hippocampus,AOD,"Body Part, Organ, or Organ Component"
4161,C3887642,hippocampus,CSP,"Body Part, Organ, or Organ Component"
4162,C0949582,hippocampus,CHV,Fish
4163,C3887642,hippocampus,CHV,"Body Part, Organ, or Organ Component"
4165,C0019564,Hippocampus,FMA,"Body Part, Organ, or Organ Component"
4166,C0019564,hippocampus,NEU,"Body Part, Organ, or Organ Component"
4167,C0598598,hippocampus,NEU,"Body Part, Organ, or Organ Component"
4168,C3887642,hippocampus,NEU,"Body Part, Organ, or Organ Component"
4169,C0175202,hippocampus,NEU,"Body Part, Organ, or Organ Component"
4170,C0598598,Hippocampus,NEU,"Body Part, Organ, or Organ Component"
4171,C3887642,Hippocampus,NEU,"Body Part, Organ, or Organ Component"
4172,C0019564,Hippocampus,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4173,C0949582,Hippocampus,SNOMEDCT_US,Fish
4174,C0019564,Hippocampus,PSY,"Body Part, Organ, or Organ Component"
4175,C0019564,Hippocampus,NCI,"Body Part, Organ, or Organ Component"
4176,C1281743,Blastocyst,LCH,Embryonic Structure
4177,C1281743,Blastocyst,MSH,Embryonic Structure
4178,C0005705,Blastocyst,SNM,Embryonic Structure
4179,C0005705,Blastocyst,SNMI,Embryonic Structure
4180,C1281743,Blastocyst,FMA,Embryonic Structure
4181,C1281743,blastocyst,CHV,Embryonic Structure
4183,C1281743,Blastocyst,LCH_NW,Embryonic Structure
4184,C1281743,Blastocyst,SNOMEDCT_US,Embryonic Structure
4185,C1281743,Blastocyst,NCI,Embryonic Structure
4186,C1518345,Nodular Lesion,NCI,Finding
4189,C0577059,normal liver,CHV,Finding
4194,C0230956,Placental,SNMI,Mammal
4195,C0032043,Placental,NCI,Embryonic Structure
4196,C0230956,PLACENTAL,CCPSS,Mammal
4197,C0206743,Rhabdoid Tumor,MSH,Neoplastic Process
4198,C0206743,Rhabdoid Tumor,MTH,Neoplastic Process
4199,C0206743,RHABDOID TUMOR,OMIM,Neoplastic Process
4200,C0206743,rhabdoid tumor,CHV,Neoplastic Process
4201,C0206743,Rhabdoid tumor,MDR,Neoplastic Process
4203,C0206743,Rhabdoid tumor,ORPHANET,Neoplastic Process
4204,C0206743,Rhabdoid tumor,HPO,Neoplastic Process
4205,C0206743,Rhabdoid tumor,SNOMEDCT_US,Neoplastic Process
4206,C0206743,Rhabdoid Tumor,NCI,Neoplastic Process
4227,C0222331,Subcutaneous adipose tissue,SNMI,Tissue
4228,C0222331,Subcutaneous Adipose Tissue,NCI,Tissue
4229,C0222331,Subcutaneous adipose tissue,FMA,Tissue
4230,C0222331,subcutaneous adipose tissue,CHV,Tissue
4231,C0222331,Subcutaneous adipose tissue,UWDA,Tissue
4232,C0222331,Subcutaneous Adipose Tissue,MSH,Tissue
4233,C0222331,Subcutaneous adipose tissue,SNOMEDCT_US,Tissue
4234,C0227873,Right ovary,SNM,"Body Part, Organ, or Organ Component"
4235,C0227873,Right ovary,SNMI,"Body Part, Organ, or Organ Component"
4236,C0227873,Right ovary,ULT,"Body Part, Organ, or Organ Component"
4237,C0227873,Right ovary,UWDA,"Body Part, Organ, or Organ Component"
4238,C0227873,Right ovary,FMA,"Body Part, Organ, or Organ Component"
4239,C0227873,right ovary,CHV,"Body Part, Organ, or Organ Component"
4240,C0227873,Right ovary,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4241,C0227873,Right Ovary,NCI,"Body Part, Organ, or Organ Component"
4242,C0227874,Left ovary,SNM,"Body Part, Organ, or Organ Component"
4243,C0227874,Left ovary,SNMI,"Body Part, Organ, or Organ Component"
4244,C0227874,Left ovary,ULT,"Body Part, Organ, or Organ Component"
4245,C0227874,Left ovary,UWDA,"Body Part, Organ, or Organ Component"
4246,C0227874,Left ovary,FMA,"Body Part, Organ, or Organ Component"
4247,C0227874,left ovary,CHV,"Body Part, Organ, or Organ Component"
4248,C0227874,Left ovary,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4249,C0227874,Left Ovary,NCI,"Body Part, Organ, or Organ Component"
4250,C1318543,Tenosynovial Giant Cell Tumor,NCI,Neoplastic Process
4251,C1318543,Tenosynovial Giant Cell Tumor,MSH,Neoplastic Process
4252,C1318543,Tenosynovial giant cell tumor,ORPHANET,Neoplastic Process
4253,C1318543,Tenosynovial giant cell tumor,MDR,Neoplastic Process
4254,C1318543,Tenosynovial giant cell tumor,SNOMEDCT_US,Neoplastic Process
4255,C0206638,Giant Cell Tumor of Bone,MSH,Neoplastic Process
4256,C0206638,GIANT CELL TUMOR OF BONE,COSTAR,Neoplastic Process
4257,C0206638,Giant cell tumor of bone,RCDAE,Neoplastic Process
4258,C0206638,Giant cell tumor of bone,SNM,Neoplastic Process
4259,C0206638,giant cell tumor of bone,CHV,Neoplastic Process
4260,C0206638,Giant cell tumor of bone,SNOMEDCT_US,Neoplastic Process
4261,C0206638,Giant cell tumor of bone,HPO,Neoplastic Process
4262,C0206638,Giant Cell Tumor of Bone,NCI,Neoplastic Process
4264,C0206638,Giant cell tumor of bone,ORPHANET,Neoplastic Process
4265,C0206638,giant cell tumor of bone,MEDCIN,Neoplastic Process
4266,C0206638,Giant Cell Tumor of Bone,MTH,Neoplastic Process
4274,C0227902,Left fallopian tube,MTH,"Body Part, Organ, or Organ Component"
4275,C0227902,Left fallopian tube,SNM,"Body Part, Organ, or Organ Component"
4276,C0227902,Left fallopian tube,SNMI,"Body Part, Organ, or Organ Component"
4277,C0227902,Left fallopian tube,UWDA,"Body Part, Organ, or Organ Component"
4278,C0227902,Left fallopian tube,FMA,"Body Part, Organ, or Organ Component"
4279,C0227902,Left fallopian tube,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4280,C0227902,Left Fallopian Tube,NCI,"Body Part, Organ, or Organ Component"
4281,C0227900,Right fallopian tube,MTH,"Body Part, Organ, or Organ Component"
4282,C0227900,Right fallopian tube,SNM,"Body Part, Organ, or Organ Component"
4283,C0227900,Right fallopian tube,SNMI,"Body Part, Organ, or Organ Component"
4284,C0227900,Right fallopian tube,UWDA,"Body Part, Organ, or Organ Component"
4285,C0227900,Right fallopian tube,FMA,"Body Part, Organ, or Organ Component"
4286,C0227900,Right fallopian tube,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4287,C0227900,Right Fallopian Tube,NCI,"Body Part, Organ, or Organ Component"
4288,C3539878,Triple-negative breast cancer,SNOMEDCT_US,Neoplastic Process
4289,C3539878,Triple-Negative Breast Cancer,MSH,Neoplastic Process
4290,C4722518,Triple-Negative Breast Cancer,NCI,Neoplastic Process
4291,C3539878,triple-negative breast cancer,PDQ,Neoplastic Process
4292,C0018873,HeLa,NCI,Cell
4338,C0007634,Cells,LCH,Cell
4339,C0007634,Cells,MSH,Cell
4340,C0007634,Cells,MTH,Cell
4341,C0007634,Cells,LNC,Cell
4342,C0007634,cells,CHV,Cell
4344,C0007634,cells,LNC,Cell
4345,C0007634,Cells,LCH_NW,Cell
4349,C0007634,Cells,NCI,Cell
4376,C1517162,Fetal Liver,NCI,Embryonic Structure
4377,C0032052,HCS,SNMI,"Amino Acid, Peptide, or Protein"
4378,C0032052,HCS,SNMI,Hormone
4379,C1150715,HCS,GO,Molecular Function
4380,C0032052,hcs,CHV,"Amino Acid, Peptide, or Protein"
4381,C0032052,hcs,CHV,Hormone
4382,C1415593,HCS,HGNC,Gene or Genome
4383,C1426584,HCS,HGNC,Gene or Genome
4384,C1415593,HCS,OMIM,Gene or Genome
4385,C4321251,HCS,NCI,Gene or Genome
4386,C5202933,HCS,NCI,Manufactured Object
4387,C5235708,HCS,NCI,Intellectual Product
4388,C1848030,HCS,ORPHANET,Disease or Syndrome
4389,C5780721,HCS,NCI,"Amino Acid, Peptide, or Protein"
4390,C5780721,HCS,NCI,Enzyme
4391,C5780753,HCS,NCI,Gene or Genome
4409,C0153687,skin metastasis,CHV,Neoplastic Process
4410,C0153687,Skin Metastasis,NCI,Neoplastic Process
4411,C0153676,LUNG METASTASIS,CCPSS,Neoplastic Process
4412,C0153676,lung metastasis,CHV,Neoplastic Process
4413,C0686619,LYMPH NODE METASTASIS,CCPSS,Neoplastic Process
4414,C0686619,lymph node metastasis,CHV,Neoplastic Process
4415,C0686619,Lymph Node Metastasis,MSH,Neoplastic Process
4416,C0686619,Lymph Node Metastasis,MTH,Neoplastic Process
4417,C0022655,Kidney Cortex,MSH,"Body Part, Organ, or Organ Component"
4418,C0022655,kidney cortex,CHV,"Body Part, Organ, or Organ Component"
4419,C0022655,Kidney cortex,LCH_NW,"Body Part, Organ, or Organ Component"
4420,C0022655,Kidney cortex,LNC,"Body Part, Organ, or Organ Component"
4421,C4266651,Kidney cortex,LNC,"Body Part, Organ, or Organ Component"
4422,C0022664,Kidney Medulla,MSH,"Body Part, Organ, or Organ Component"
4423,C0022664,kidney medulla,CHV,"Body Part, Organ, or Organ Component"
4424,C0677944,sentinel lymph node,CHV,Disease or Syndrome
4425,C1522495,Sentinel Lymph Node,MSH,"Body Part, Organ, or Organ Component"
4426,C1522495,Sentinel lymph node,LNC,"Body Part, Organ, or Organ Component"
4427,C1522495,Sentinel lymph node,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4428,C1522495,Sentinel Lymph Node,NCI,"Body Part, Organ, or Organ Component"
4429,C1522495,Sentinel Lymph Node,MTH,"Body Part, Organ, or Organ Component"
4430,C0934637,Macula lutea proper,FMA,"Body Part, Organ, or Organ Component"
4431,C0934637,Macula lutea proper,UWDA,"Body Part, Organ, or Organ Component"
4432,C0016622,Fovea Centralis,MSH,"Body Part, Organ, or Organ Component"
4433,C0016622,Fovea centralis,SNM,"Body Part, Organ, or Organ Component"
4434,C0016622,Fovea centralis,SNMI,"Body Part, Organ, or Organ Component"
4435,C0016622,Fovea centralis,UWDA,"Body Part, Organ, or Organ Component"
4436,C0016622,Fovea centralis,FMA,"Body Part, Organ, or Organ Component"
4437,C0016622,Fovea centralis,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
4438,C0016622,Fovea Centralis,NCI,"Body Part, Organ, or Organ Component"
4445,C0729594,Axillary lymph node,RCD,"Body Part, Organ, or Organ Component"
4446,C0729594,Axillary lymph node,SNM,"Body Part, Organ, or Organ Component"
4447,C0729594,Axillary lymph node,UWDA,"Body Part, Organ, or Organ Component"
