,CUI,STR,SAB,STY
2288,C0036202,SARCOIDOSIS,COSTAR,Disease or Syndrome
2289,C0036202,SARCOIDOSIS,CST,Disease or Syndrome
2290,C0036202,SARCOIDOSIS,DXP,Disease or Syndrome
2291,C0036202,SARCOIDOSIS,WHO,Disease or Syndrome
2292,C0036202,sarcoidosis,BI,Disease or Syndrome
2293,C0036202,sarcoidosis,CSP,Disease or Syndrome
2294,C0036202,sarcoidosis,MEDCIN,Disease or Syndrome
2295,C0036202,Sarcoidosis,ICD10CM,Disease or Syndrome
2296,C0036202,sarcoidosis,ICD10CM,Disease or Syndrome
2297,C0036202,sarcoidosis,CHV,Disease or Syndrome
2298,C0036202,Sarcoidosis,MEDLINEPLUS,Disease or Syndrome
2299,C0036202,Sarcoidosis,LCH_NW,Disease or Syndrome
2300,C2697310,SARCOIDOSIS,OMIM,Finding
2301,C0036202,Sarcoidosis,MDR,Disease or Syndrome
2302,C0036202,Sarcoidosis,LNC,Disease or Syndrome
2304,C0036202,Sarcoidosis,SNOMEDCT_US,Disease or Syndrome
2305,C0036202,Sarcoidosis,OMIM,Disease or Syndrome
2306,C0036202,Sarcoidosis,ORPHANET,Disease or Syndrome
2307,C0036202,sarcoidosis,ICPC2ICD10ENG,Disease or Syndrome
2308,C0036202,Sarcoidosis,NCI,Disease or Syndrome
2309,C0036202,Sarcoidosis,ICD9CM,Disease or Syndrome
2310,C0036202,sarcoidosis,ICPC2P,Disease or Syndrome
2311,C0015350,ICM,FMA,Tissue
2312,C0015350,icm,CHV,Tissue
2313,C0015350,ICM,UWDA,Tissue
2314,C1550746,ICM,HL7V3.0,Temporal Concept
2315,C0026847,SMA,MEDLINEPLUS,Disease or Syndrome
2317,C4284041,SMA,NCI,Gene or Genome
2318,C1420257,SMA,HGNC,Gene or Genome
2319,C4724039,SMA,NCI,Language
2320,C4024957,SMA,ORPHANET,Disease or Syndrome
2321,C1700794,Sma,NCI,"Amino Acid, Peptide, or Protein"
2322,C1700794,Sma,NCI,Immunologic Factor
2323,C0162309,ALD,CSP,Disease or Syndrome
2324,C0162309,ALD,SNMI,Disease or Syndrome
2325,C0162309,ALD,OMIM,Disease or Syndrome
2326,C0162309,ald,CHV,Disease or Syndrome
2327,C4552861,ALD,NCI,Gene or Genome
2328,C1412084,ALD,HGNC,Gene or Genome
2329,C0162309,ALD,ORPHANET,Disease or Syndrome
2330,C3697776,Proliferative verrucous leukoplakia,SNOMEDCT_US,Neoplastic Process
2331,C3697776,Proliferative Verrucous Leukoplakia,NCI,Neoplastic Process
2332,C0149925,small cell lung cancer (SCLC),CHV,Neoplastic Process
2333,C0035222,Acute respiratory distress syndrome,MDR,Disease or Syndrome
2334,C0035222,Acute Respiratory Distress Syndrome,NCI,Disease or Syndrome
2335,C0035222,Acute respiratory distress syndrome,ICD10CM,Disease or Syndrome
2336,C0035222,Acute Respiratory Distress Syndrome,MEDLINEPLUS,Disease or Syndrome
2337,C0035222,Acute respiratory distress syndrome,SNOMEDCT_VET,Disease or Syndrome
2339,C0035222,Acute respiratory distress syndrome,SNOMEDCT_US,Disease or Syndrome
2340,C2887484,Acute respiratory distress syndrome,OMIM,Disease or Syndrome
2341,C2887484,acute respiratory distress syndrome,MEDCIN,Disease or Syndrome
2342,C2887484,Acute respiratory distress syndrome,LNC,Disease or Syndrome
2343,C2887484,Acute Respiratory Distress Syndrome,MSH,Disease or Syndrome
2344,C2887484,Acute respiratory distress syndrome,HPO,Disease or Syndrome
2345,C0029453,Osteopenia,ICPC2P,Disease or Syndrome
2346,C0029453,Osteopenia,MDR,Disease or Syndrome
2347,C0029453,Osteopenia,RCD,Disease or Syndrome
2348,C0029453,Osteopenia,SNM,Disease or Syndrome
2349,C0029453,Osteopenia,SNMI,Disease or Syndrome
2350,C0029453,OSTEOPENIA,CCPSS,Disease or Syndrome
2351,C0029453,OSTEOPENIA,DXP,Disease or Syndrome
2352,C0029453,osteopenia,AOD,Disease or Syndrome
2353,C0029453,osteopenia,CSP,Disease or Syndrome
2354,C0029453,Osteopenia,NCI,Disease or Syndrome
2355,C0029453,Osteopenia,OMIM,Disease or Syndrome
2356,C0029453,osteopenia,MEDCIN,Disease or Syndrome
2357,C0029453,osteopenia,CHV,Disease or Syndrome
2358,C0029453,Osteopenia,MEDLINEPLUS,Disease or Syndrome
2359,C0029453,Osteopenia,LCH_NW,Disease or Syndrome
2360,C0029453,Osteopenia,HPO,Disease or Syndrome
2362,C0029453,Osteopenia,MTH,Disease or Syndrome
2363,C0029453,Osteopenia,SNOMEDCT_US,Disease or Syndrome
2365,C0029453,Osteopenia,MSH,Disease or Syndrome
2366,C0029453,osteopenia,ICPC2P,Disease or Syndrome
2367,C1706462,Reference,NCI,Conceptual Entity
2368,C3244318,Reference,HL7V3.0,Idea or Concept
2369,C1514811,reference,HL7V3.0,Intellectual Product
2371,C4266518,Reference,LNC,Intellectual Product
2372,C1514811,Reference,NCI,Intellectual Product
2373,C1561577,Reference,HL7V3.0,Intellectual Product
2374,C0011615,ATOPIC DERMATITIS,COSTAR,Disease or Syndrome
2375,C0011615,Atopic Dermatitis,MSH,Disease or Syndrome
2376,C0011615,Atopic dermatitis,ICD10,Disease or Syndrome
2377,C0011615,Atopic dermatitis,ICD10AM,Disease or Syndrome
2378,C0011615,Atopic dermatitis,LCH,Disease or Syndrome
2379,C0011615,Atopic dermatitis,RCD,Disease or Syndrome
2380,C0011615,atopic dermatitis,AOD,Disease or Syndrome
2381,C0011615,atopic dermatitis,CSP,Disease or Syndrome
2382,C0011615,Atopic dermatitis,OMIM,Disease or Syndrome
2383,C0011615,Atopic dermatitis,ICD10CM,Disease or Syndrome
2384,C0011615,atopic dermatitis,CHV,Disease or Syndrome
2385,C0011615,Atopic Dermatitis,MEDLINEPLUS,Disease or Syndrome
2386,C0011615,Atopic dermatitis,LCH_NW,Disease or Syndrome
2387,C0013595,Atopic Dermatitis,NCI,Disease or Syndrome
2388,C0011615,Atopic dermatitis,HPO,Disease or Syndrome
2389,C0011615,Atopic dermatitis,MDR,Disease or Syndrome
2390,C0011615,Atopic dermatitis,SNOMEDCT_US,Disease or Syndrome
2391,C0011615,Atopic dermatitis,MTHICD9,Disease or Syndrome
2392,C0011615,atopic dermatitis,ICPC2P,Disease or Syndrome
2393,C0020179,Huntington's disease,CSP,Disease or Syndrome
2394,C0020179,Huntington's disease,ICD10,Disease or Syndrome
2395,C0020179,Huntington's disease,ICD10AM,Disease or Syndrome
2396,C0020179,Huntington's disease,RCD,Disease or Syndrome
2397,C0020179,Huntington's Disease,NCI,Disease or Syndrome
2398,C0020179,Huntington's disease,ICD10CM,Disease or Syndrome
2399,C0020179,Huntington's disease,MDR,Disease or Syndrome
2400,C0020179,huntington's disease,CHV,Disease or Syndrome
2401,C0020179,Huntington's Disease,MEDLINEPLUS,Disease or Syndrome
2403,C0020179,Huntington's Disease,MSH,Disease or Syndrome
2404,C0020179,Huntington's disease,LNC,Disease or Syndrome
2405,C0020179,Huntington's disease,SNOMEDCT_US,Disease or Syndrome
2406,C5446371,Diseased,NCI,Qualitative Concept
2407,C5777043,COVID-19 negative,LNC,Laboratory or Test Result
2408,C0006142,breast cancer,AOD,Neoplastic Process
2409,C0006142,breast cancer,BI,Neoplastic Process
2410,C0006142,Breast cancer,RCD,Neoplastic Process
2411,C0006142,Breast cancer,OMIM,Neoplastic Process
2412,C0006142,BREAST CANCER,OMIM,Neoplastic Process
2413,C0006142,breast cancer,MEDCIN,Neoplastic Process
2415,C0006142,BREAST CANCER,CCPSS,Neoplastic Process
2416,C0006142,breast cancer,CHV,Neoplastic Process
2417,C0678222,breast cancer,CHV,Neoplastic Process
2418,C0006142,Breast Cancer,MEDLINEPLUS,Neoplastic Process
2419,C0006142,Breast cancer,LNC,Neoplastic Process
2420,C0678222,Breast cancer,HPO,Neoplastic Process
2421,C0006142,Breast cancer,MDR,Neoplastic Process
2423,C0006142,Breast cancer,SNOMEDCT_US,Neoplastic Process
2424,C0006142,breast cancer,PDQ,Neoplastic Process
2425,C0006142,breast cancer,CSP,Neoplastic Process
2426,C0678222,Breast Cancer,NCI,Neoplastic Process
2427,C0006142,Breast Cancer,MSH,Neoplastic Process
2428,C0023267,Fibroid Tumor,MTH,Neoplastic Process
2429,C0023267,fibroid tumor,CHV,Neoplastic Process
2430,C0023267,Fibroid Tumor,MSH,Neoplastic Process
2431,C0010674,CF,SNMI,Disease or Syndrome
2432,C0010674,CF,OMIM,Disease or Syndrome
2433,C0010674,CF,CHV,Disease or Syndrome
2434,C0010674,CF,MEDLINEPLUS,Disease or Syndrome
2435,C3811819,CF,NCI,Gene or Genome
2436,C1413776,CF,OMIM,Gene or Genome
2437,C1413365,CF,HGNC,Gene or Genome
2438,C0010674,CF,ORPHANET,Disease or Syndrome
2439,C0055160,CF,PDQ,Therapeutic or Preventive Procedure
2440,C0280055,CF,PDQ,Therapeutic or Preventive Procedure
2441,C0043207,Wolfram Syndrome,MSH,Disease or Syndrome
2442,C0043207,Wolfram syndrome,CSP,Disease or Syndrome
2444,C0043207,Wolfram syndrome,JABL,Disease or Syndrome
2445,C0043207,Wolfram syndrome,RCD,Disease or Syndrome
2446,C0043207,Wolfram Syndrome,MTH,Disease or Syndrome
2447,C0043207,wolfram syndrome,CHV,Disease or Syndrome
2448,C0043207,Wolfram syndrome,MDR,Disease or Syndrome
2450,C0043207,Wolfram syndrome,ORPHANET,Disease or Syndrome
2451,C0043207,Wolfram syndrome,SNOMEDCT_US,Disease or Syndrome
2452,C0043207,Wolfram Syndrome,NCI,Disease or Syndrome
2457,C1260899,Diamond-Blackfan anemia,RCDAE,Disease or Syndrome
2458,C1260899,Diamond-Blackfan anemia,SNMI,Disease or Syndrome
2459,C1260899,Diamond-Blackfan anemia,MEDCIN,Disease or Syndrome
2460,C1260899,Diamond-Blackfan Anemia,NCI,Disease or Syndrome
2461,C1260899,diamond-blackfan anemia,CHV,Disease or Syndrome
2462,C1335641,Diamond-Blackfan anemia,HGNC,Gene or Genome
2463,C1260899,Diamond-Blackfan anemia,MDR,Disease or Syndrome
2464,C1260899,Diamond-Blackfan Anemia,MSH,Disease or Syndrome
2465,C0265265,Diamond-Blackfan anemia,ORPHANET,Disease or Syndrome
2466,C1260899,Diamond-Blackfan anemia,PDQ,Disease or Syndrome
2467,C0018799,Heart disease,RCD,Disease or Syndrome
2468,C0018799,Heart disease,SNM,Disease or Syndrome
2469,C0018799,Heart Disease,MSH,Disease or Syndrome
2470,C0018799,heart disease,AOD,Disease or Syndrome
2471,C0018799,heart disease,MEDCIN,Disease or Syndrome
2472,C0018799,HEART DISEASE,CCPSS,Disease or Syndrome
2473,C0018799,heart disease,CHV,Disease or Syndrome
2474,C0018799,Heart Disease,LNC,Disease or Syndrome
2475,C0018799,Heart disease,SNOMEDCT_US,Disease or Syndrome
2476,C0018799,Heart Disease,NCI,Disease or Syndrome
2477,C0018799,heart disease,ICPC2P,Disease or Syndrome
2478,C0279626,ESCC,ORPHANET,Neoplastic Process
2479,C1828079,Parkinson's disease dementia,MEDLINEPLUS,Mental or Behavioral Dysfunction
2480,C1705783,CT,NCI,Gene or Genome
2481,C1367551,CT,OMIM,Gene or Genome
2482,C0040405,CT,CCPSS,Diagnostic Procedure
2483,C0040405,CT,LNC,Diagnostic Procedure
2484,C1418396,CT,HGNC,Gene or Genome
2485,C3540513,CT,NCI,Gene or Genome
2486,C3813556,CT,NCI,"Amino Acid, Peptide, or Protein"
2487,C0009778,CT,LNC,Geographic Area
2489,C5203074,Ct,NCI,Quantitative Concept
2490,C5832444,Nondiabetic,LNC,Finding
2491,C0011900,Diagnosis,LCH,Diagnostic Procedure
2492,C0011900,Diagnosis,MSH,Diagnostic Procedure
2493,C0011900,Diagnosis,MTH,Diagnostic Procedure
2494,C0011900,diagnosis,AOD,Diagnostic Procedure
2495,C0011900,diagnosis,CSP,Diagnostic Procedure
2496,C0011900,DIAGNOSIS,MCM,Diagnostic Procedure
2497,C0011900,Diagnosis,SNOMEDCT_US,Diagnostic Procedure
2498,C0945731,Diagnosis,LNC,Clinical Attribute
2499,C0011900,Diagnosis,LNC,Diagnostic Procedure
2500,C0011900,diagnosis,CHV,Diagnostic Procedure
2502,C0011900,Diagnosis,HL7V3.0,Diagnostic Procedure
2504,C0011900,Diagnosis,LCH_NW,Diagnostic Procedure
2506,C1704338,diagnosis,MSH,Functional Concept
2507,C0011900,Diagnosis,PSY,Diagnostic Procedure
2508,C0011900,Diagnosis,NCI,Diagnostic Procedure
2509,C1546899,Diagnosis,HL7V2.5,Classification
2510,C0031099,Periodontitis,COSTAR,Disease or Syndrome
2511,C0031099,Periodontitis,LCH,Disease or Syndrome
2512,C0031099,Periodontitis,MDR,Disease or Syndrome
2513,C0031099,Periodontitis,MSH,Disease or Syndrome
2514,C0031099,Periodontitis,RCD,Disease or Syndrome
2515,C0031099,Periodontitis,SNM,Disease or Syndrome
2516,C0031099,PERIODONTITIS,CCPSS,Disease or Syndrome
2517,C0031099,PERIODONTITIS,CST,Disease or Syndrome
2518,C0031099,PERIODONTITIS,WHO,Disease or Syndrome
2519,C0031099,periodontitis,AOD,Disease or Syndrome
2520,C0031099,periodontitis,CSP,Disease or Syndrome
2521,C0031099,Periodontitis,OMIM,Disease or Syndrome
2522,C0031099,periodontitis,MEDCIN,Disease or Syndrome
2523,C0031099,Periodontitis,MTH,Disease or Syndrome
2524,C0031099,periodontitis,CHV,Disease or Syndrome
2526,C0031099,Periodontitis,LCH_NW,Disease or Syndrome
2527,C0031099,Periodontitis,HPO,Disease or Syndrome
2529,C0031099,Periodontitis,SNOMEDCT_US,Disease or Syndrome
2530,C0031099,periodontitis,ICPC2ICD10ENG,Disease or Syndrome
2531,C0031099,Periodontitis,NCI,Disease or Syndrome
2532,C0010674,Cystic Fibrosis,COSTAR,Disease or Syndrome
2533,C0010674,Cystic Fibrosis,MSH,Disease or Syndrome
2534,C0010674,Cystic Fibrosis,MTH,Disease or Syndrome
2535,C0010674,CYSTIC FIBROSIS,CCPSS,Disease or Syndrome
2536,C0010674,CYSTIC FIBROSIS,DXP,Disease or Syndrome
2538,C0010674,Cystic fibrosis,CCS,Disease or Syndrome
2540,C0010674,Cystic fibrosis,ICD10,Disease or Syndrome
2541,C0010674,Cystic fibrosis,ICD10AM,Disease or Syndrome
2542,C0010674,Cystic fibrosis,ICPC2P,Disease or Syndrome
2543,C0010674,Cystic fibrosis,LCH,Disease or Syndrome
2544,C0010674,Cystic fibrosis,RCD,Disease or Syndrome
2545,C0010674,Cystic fibrosis,SNMI,Disease or Syndrome
2546,C0010674,cystic fibrosis,AOD,Disease or Syndrome
2547,C0010674,cystic fibrosis,CSP,Disease or Syndrome
2548,C0010674,CYSTIC FIBROSIS,OMIM,Disease or Syndrome
2549,C0010674,cystic fibrosis,MEDCIN,Disease or Syndrome
2550,C0010674,Cystic fibrosis,ICD10CM,Disease or Syndrome
2551,C0010674,Cystic fibrosis,LNC,Disease or Syndrome
2552,C0010674,cystic fibrosis,CHV,Disease or Syndrome
2553,C0010674,Cystic Fibrosis,MEDLINEPLUS,Disease or Syndrome
2555,C0010674,Cystic fibrosis,LCH_NW,Disease or Syndrome
2557,C0010674,Cystic fibrosis,MDR,Disease or Syndrome
2560,C0010674,Cystic fibrosis,SNOMEDCT_US,Disease or Syndrome
2561,C0010674,Cystic fibrosis,CCSR_ICD10CM,Disease or Syndrome
2563,C0010674,Cystic fibrosis,ORPHANET,Disease or Syndrome
2564,C0010674,Cystic Fibrosis,PSY,Disease or Syndrome
2565,C0010674,Cystic Fibrosis,NCI,Disease or Syndrome
2566,C0010674,Cystic fibrosis,ICD9CM,Disease or Syndrome
2567,C0010674,cystic fibrosis,ICPC2P,Disease or Syndrome
2568,C1825268,HCC,HGNC,Gene or Genome
2569,C3539633,HCC,NCI,Professional or Occupational Group
2570,C2239176,HCC,OMIM,Neoplastic Process
2571,C2239176,HCC,ORPHANET,Neoplastic Process
2572,C0280604,HCC,PDQ,Therapeutic or Preventive Procedure
2573,C0006826,Cancer,ICPC2P,Neoplastic Process
2574,C0006826,Cancer,LCH,Neoplastic Process
2575,C0998265,Cancer,NCBI,Eukaryote
2576,C0006826,Cancer,RCD,Neoplastic Process
2577,C0006826,Cancer,SNM,Neoplastic Process
2578,C0006826,Cancer,SNMI,Neoplastic Process
2579,C0006826,CANCER,CCPSS,Neoplastic Process
2580,C0006826,CANCER,CST,Neoplastic Process
2581,C0006826,CANCER,DXP,Neoplastic Process
2582,C0006826,cancer,AOD,Neoplastic Process
2583,C0006826,Cancer,LNC,Neoplastic Process
2586,C0006826,cancer,CHV,Neoplastic Process
2587,C0006826,Cancer,MEDLINEPLUS,Neoplastic Process
2588,C2707253,Cancer,LNC,Clinical Attribute
2590,C0006826,Cancer,LCH_NW,Neoplastic Process
2592,C0006826,Cancer,HPO,Neoplastic Process
2593,C0006826,Cancer,MDR,Neoplastic Process
2594,C0006826,Cancer,NANDA-I,Neoplastic Process
2596,C0006826,cancer,MEDCIN,Neoplastic Process
2597,C0006826,Cancer,SNOMEDCT_US,Neoplastic Process
2598,C0006826,Cancer,PDQ,Neoplastic Process
2599,C0006826,Cancer,OMIM,Neoplastic Process
2604,C0006826,cancer,CSP,Neoplastic Process
2605,C0006826,Cancer,NCI,Neoplastic Process
2606,C0006826,Cancer,MSH,Neoplastic Process
2607,C1547140,Cancer,HL7V2.5,Biomedical Occupation or Discipline
2608,C0006826,cancer,ICPC2P,Neoplastic Process
2609,C4087124,IgG4-RD,MSH,Disease or Syndrome
2610,C1300072,tumor stage,CHV,Clinical Attribute
2611,C1300072,Tumor stage,SNOMEDCT_US,Clinical Attribute
2612,C1300072,Tumor Stage,NCI,Clinical Attribute
2613,C1300072,Tumor stage,MTH,Clinical Attribute
2615,C0023449,ALL,CSP,Neoplastic Process
2616,C0023449,ALL,DXP,Neoplastic Process
2617,C0444868,All,MTH,Quantitative Concept
2618,C0444868,All,RCD,Quantitative Concept
2619,C0444868,All,SNMI,Quantitative Concept
2620,C1704799,ALL,NCI,Gene or Genome
2621,C0444868,All,NCI,Quantitative Concept
2622,C1961102,ALL,OMIM,Neoplastic Process
2623,C0444868,all,CHV,Quantitative Concept
2624,C0444868,all,HL7V3.0,Quantitative Concept
2625,C0812385,ALL,HGNC,Gene or Genome
2626,C0023449,ALL,MEDLINEPLUS,Neoplastic Process
2628,C3539085,All,SNOMEDCT_US,Idea or Concept
2629,C0444868,All,LNC,Quantitative Concept
2630,C0444868,All,HPO,Quantitative Concept
2631,C1961102,ALL,ORPHANET,Neoplastic Process
2632,C0023449,ALL,PDQ,Neoplastic Process
2633,C0105421,ALL,NCI,"Amino Acid, Peptide, or Protein"
2634,C0105421,ALL,NCI,Enzyme
2635,C1552816,all,HL7V3.0,Intellectual Product
2636,C1552837,all,HL7V3.0,Idea or Concept
2637,C0010346,Crohn's,CHV,Disease or Syndrome
2638,C0010346,Crohn's,MDR,Disease or Syndrome
2639,C4721672,NC,NCI,"Amino Acid, Peptide, or Protein"
2640,C4721672,NC,NCI,Biologically Active Substance
2641,C0028407,NC,LNC,Geographic Area
2642,C0265987,NC,OMIM,Neoplastic Process
2643,C0009324,uc,BI,Disease or Syndrome
2644,C5552707,UC,NCI,Geographic Area
2645,C0341332,Indeterminate colitis,RCD,Disease or Syndrome
2646,C0341332,Indeterminate colitis,ICD10CM,Disease or Syndrome
2647,C0341332,Indeterminate colitis,SNOMEDCT_US,Disease or Syndrome
2648,C0341332,indeterminate colitis,MEDCIN,Disease or Syndrome
2649,C0154830,proliferative diabetic retinopathy (PDR),CHV,Disease or Syndrome
2650,C0154830,Proliferative diabetic retinopathy,RCD,Disease or Syndrome
2651,C0154830,Proliferative diabetic retinopathy,SNMI,Disease or Syndrome
2652,C0154830,Proliferative diabetic retinopathy,MTH,Disease or Syndrome
2653,C0154830,proliferative diabetic retinopathy,BI,Disease or Syndrome
2654,C0154830,Proliferative Diabetic Retinopathy,NCI,Disease or Syndrome
2655,C0154830,proliferative diabetic retinopathy,MEDCIN,Disease or Syndrome
2656,C0154830,Proliferative diabetic retinopathy,MDR,Disease or Syndrome
2657,C0154830,Proliferative diabetic retinopathy,SNOMEDCT_US,Disease or Syndrome
2658,C0154830,Proliferative diabetic retinopathy,ICD9CM,Disease or Syndrome
2659,C0026470,monoclonal gammopathy of undetermined significance,MEDCIN,Neoplastic Process
2660,C0026470,Monoclonal Gammopathy of Undetermined Significance,MSH,Neoplastic Process
2661,C0026470,Monoclonal Gammopathy of Undetermined Significance,MTH,Neoplastic Process
2662,C0026470,Monoclonal gammopathy of undetermined significance,SNOMEDCT_US,Neoplastic Process
2663,C0026470,monoclonal gammopathy of undetermined significance,PDQ,Neoplastic Process
2664,C0026470,Monoclonal Gammopathy of Undetermined Significance,NCI,Neoplastic Process
2666,C0220633,Uveal melanoma,MSH,Neoplastic Process
2667,C0220633,uveal melanoma,CHV,Neoplastic Process
2668,C0220633,Uveal melanoma,OMIM,Neoplastic Process
2669,C0220633,Uveal melanoma,SNOMEDCT_VET,Neoplastic Process
2670,C0220633,Uveal melanoma,MDR,Neoplastic Process
2672,C0220633,Uveal melanoma,HPO,Neoplastic Process
2673,C0220633,Uveal melanoma,ORPHANET,Neoplastic Process
2674,C0220633,Uveal melanoma,MTH,Neoplastic Process
2675,C0220633,uveal melanoma,PDQ,Neoplastic Process
2676,C0220633,Uveal Melanoma,NCI,Neoplastic Process
2677,C0263353,Prurigo Nodularis,COSTAR,Disease or Syndrome
2678,C0263353,Prurigo nodularis,ICD10,Disease or Syndrome
2679,C0263353,Prurigo nodularis,ICD10AM,Disease or Syndrome
2680,C0263353,Prurigo nodularis,RCD,Disease or Syndrome
2681,C0263353,Prurigo nodularis,SNM,Disease or Syndrome
2682,C0263353,Prurigo nodularis,SNMI,Disease or Syndrome
2683,C0263353,prurigo nodularis,MEDCIN,Disease or Syndrome
2684,C0263353,PRURIGO NODULARIS,CCPSS,Disease or Syndrome
2685,C0263353,Prurigo nodularis,ICD10CM,Disease or Syndrome
2686,C0263353,prurigo nodularis,CHV,Disease or Syndrome
2687,C0263353,Prurigo nodularis,MDR,Disease or Syndrome
2688,C0263353,Prurigo nodularis,SNOMEDCT_US,Disease or Syndrome
2689,C0263353,Prurigo nodularis,MTH,Disease or Syndrome
2690,C0263353,Prurigo nodularis,MTHICD9,Disease or Syndrome
2691,C0338451,FTD,OMIM,Disease or Syndrome
2692,C0338451,FTD,ORPHANET,Disease or Syndrome
2695,C1865926,ICCA,OMIM,Disease or Syndrome
2696,C1826724,ICCA,HGNC,Gene or Genome
2697,C4721893,NHD,OMIM,Disease or Syndrome
2698,C0432214,NHD,OMIM,Disease or Syndrome
2699,C1857316,NHD,ORPHANET,Disease or Syndrome
2700,C0205183,Benign,RCD,Qualitative Concept
2701,C0205183,Benign,SNMI,Qualitative Concept
2702,C0205183,BENIGN,CCPSS,Qualitative Concept
2703,C0205183,benign,CHV,Qualitative Concept
2704,C0205183,Benign,LNC,Qualitative Concept
2705,C0205183,Benign,SNOMEDCT_US,Qualitative Concept
2706,C0205183,Benign,MTH,Qualitative Concept
2707,C0205183,Benign,NCI,Qualitative Concept
2708,C4023106,Obstructive azoospermia,HPO,Disease or Syndrome
2709,C4023106,Obstructive azoospermia,OMIM,Disease or Syndrome
2710,C0003509,Aortitis,LCH,Disease or Syndrome
2711,C0003509,Aortitis,MSH,Disease or Syndrome
2712,C0003509,Aortitis,RCD,Disease or Syndrome
2713,C0003509,Aortitis,SNM,Disease or Syndrome
2714,C0003509,Aortitis,OMIM,Disease or Syndrome
2715,C0003509,aortitis,MEDCIN,Disease or Syndrome
2716,C0003509,aortitis,CHV,Disease or Syndrome
2717,C0003509,Aortitis,NCI,Disease or Syndrome
2718,C0003509,Aortitis,LCH_NW,Disease or Syndrome
2719,C0003509,Aortitis,MDR,Disease or Syndrome
2721,C0003509,Aortitis,SNOMEDCT_US,Disease or Syndrome
2722,C0003509,aortitis,ICPC2ICD10ENG,Disease or Syndrome
2740,C0021390,IBD,AOD,Disease or Syndrome
2741,C0021390,IBD,CCPSS,Disease or Syndrome
2742,C0021390,IBD,CSP,Disease or Syndrome
2743,C0021390,IBD,DXP,Disease or Syndrome
2744,C0022104,IBD,CHV,Disease or Syndrome
2745,C0021390,IBD,MDR,Disease or Syndrome
2746,C5780974,IBD,NCI,Gene or Genome
2747,C0267171,Idiopathic gastroparesis,MDR,Disease or Syndrome
2748,C0267171,Idiopathic gastroparesis,ORPHANET,Disease or Syndrome
2749,C0267171,Idiopathic gastroparesis,SNOMEDCT_US,Disease or Syndrome
2750,C0026691,Kawasaki Disease,AIR,Disease or Syndrome
2751,C0026691,KAWASAKI DISEASE,CCPSS,Disease or Syndrome
2752,C0026691,KAWASAKI DISEASE,DXP,Disease or Syndrome
2753,C0026691,Kawasaki disease,AIR,Disease or Syndrome
2754,C0026691,Kawasaki disease,RCD,Disease or Syndrome
2755,C0026691,Kawasaki disease,MEDCIN,Disease or Syndrome
2756,C0026691,KAWASAKI DISEASE,OMIM,Disease or Syndrome
2757,C0026691,kawasaki disease,CHV,Disease or Syndrome
2758,C0026691,Kawasaki Disease,MEDLINEPLUS,Disease or Syndrome
2759,C0026691,Kawasaki Disease,MSH,Disease or Syndrome
2760,C0026691,Kawasaki disease,SNOMEDCT_US,Disease or Syndrome
2761,C0026691,Kawasaki disease,ORPHANET,Disease or Syndrome
2762,C0026691,Kawasaki Disease,NCI,Disease or Syndrome
2763,C0026691,Kawasaki disease,CSP,Disease or Syndrome
2764,C0026691,Kawasaki disease,MTHICD9,Disease or Syndrome
2765,C0026691,Kawasaki disease,ICPC2P,Disease or Syndrome
2766,C3844738,NR,NCI,Finding
2767,C1705928,MCR,NCI,Gene or Genome
2768,C1417835,MCR,OMIM,Gene or Genome
2769,C4049612,mCR,NCI,Finding
2770,C3254418,MCR,NCI,"Amino Acid, Peptide, or Protein"
2771,C3254418,MCR,NCI,Receptor
2772,C3272447,CR,NCI,Gene or Genome
2773,C1420667,CR,HGNC,Gene or Genome
2774,C1824670,CR,HGNC,Gene or Genome
2775,C0201975,Cr,NCI,Laboratory Procedure
2776,C3539604,CR,NCI,Gene or Genome
2777,C3711669,CR,NCI,"Amino Acid, Peptide, or Protein"
2778,C3711669,CR,NCI,Biologically Active Substance
2779,C4084730,CR,NCI,Gene or Genome
2780,C4553336,CR,NCI,Finding
2781,C4553337,CR,NCI,Intellectual Product
2782,C4724068,CR,NCI,Gene or Genome
2783,C5203024,CR,NCI,Finding
2784,C5203035,CR,NCI,Finding
2785,C5203023,CR,NCI,Finding
2786,C5203022,CR,NCI,Finding
2787,C5575821,CR,NCI,Classification
2788,C1422578,CR,HGNC,Gene or Genome
2789,C0439113,M,RCD,Intellectual Product
2790,C1706457,m,SNOMEDCT_US,Intellectual Product
2791,C0475209,m,RCD,Quantitative Concept
2792,C0221134,M,LNC,"Amino Acid, Peptide, or Protein"
2793,C0221134,M,LNC,Immunologic Factor
2794,C0475209,m,CHV,Quantitative Concept
2795,C0025646,M,DRUGBANK,"Amino Acid, Peptide, or Protein"
2796,C0025646,M,DRUGBANK,Pharmacologic Substance
2797,C0025646,M,DRUGBANK,Biologically Active Substance
2798,C0439113,M,SNOMEDCT_US,Intellectual Product
2799,C0475209,m,SNOMEDCT_US,Quantitative Concept
2802,C0086582,M,LNC,Organism Attribute
2803,C0227102,M,HL7V3.0,"Body Part, Organ, or Organ Component"
2804,C0439119,T,RCD,Intellectual Product
2805,C0439143,t,RCD,Intellectual Product
2806,C1420562,T,OMIM,Gene or Genome
2807,C1420562,T,NCI,Gene or Genome
2808,C2827459,T,NCI,Gene or Genome
2809,C1420562,T,HGNC,Gene or Genome
